Gene ID,Gene Name,Design Element,'mbf1c mutant' vs 'wild type' at '0 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '0 minute'.pValue,'mbf1c mutant' vs 'wild type' at '0 minute'.tStat,'mbf1c mutant' vs 'wild type' at '20 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '20 minute'.pValue,'mbf1c mutant' vs 'wild type' at '20 minute'.tStat,'mbf1c mutant' vs 'wild type' at '60 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '60 minute'.pValue,'mbf1c mutant' vs 'wild type' at '60 minute'.tStat
AT1G54160,NFYA5,263158_at,0.1,0.953143672175718,1.05092401606206,,,,,,
AT1G54180,BRXL3,263173_at,0.2,0.953143672175718,1.50419498672427,,,,,,
AT1G54200,AT1G54200,263002_at,-0.2,0.953143672175718,-1.82340849682532,,,,,,
AT1G54210,ATG12A,262992_at,0.2,0.953143672175718,1.4423859208847,,,,,,
AT1G54220,AT1G54220,262963_at,0.1,0.959171010660004,0.650442443201517,,,,,,
AT1G54290,AT1G54290,262959_at,-0.2,0.953143672175718,-1.05088241488671,,,,,,
AT1G54320,ALIS3,262960_at,-0.2,0.953143672175718,-0.903356846549232,,,,,,
AT1G54330,ANAC020,262999_at,-0.1,0.960040916962731,-0.549962734811447,,,,,,
AT1G54340,ICDH,262962_at,0.1,0.953143672175718,0.907943636792055,,,,,,
AT1G54360,TAF6B,263001_at,0.1,0.959171010660004,0.586514487287963,,,,,,
AT1G54370,NHX5,263009_at,-0.1,0.959171010660004,-0.639287638688192,,,,,,
AT1G54380,AT1G54380,262964_at,-0.1,0.954458871645888,-0.817142158268969,,,,,,
AT1G54410,HIRD11,262958_at,-0.1,0.959171010660004,-0.700236151441195,,,,,,
AT1G54420,AT1G54420,262994_at,0.1,0.959171010660004,0.675506016415558,,,,,,
AT1G54440,AT1G54440,262996_at,-0.2,0.953143672175718,-1.76207374494416,,,,,,
AT1G54490,XRN4,262961_at,0.1,0.959171010660004,0.647597704448384,,,,,,
AT1G54500,AT1G54500,262954_at,-0.3,0.953143672175718,-1.18269693788669,,,,,,
AT1G54510,NEK1,263004_at,0.1,0.959171010660004,0.686873200170741,,,,,,
AT1G54520,AT1G54520,262955_at,-0.1,0.956044959703157,-0.762054202180548,,,,,,
AT1G54540,AT1G54540,263005_at,-0.3,0.953143672175718,-2.97407174024891,,,,,,
AT1G54560,XI-E,264235_at,-0.1,0.954458871645888,-0.785804360913203,,,,,,
AT1G54570,AT1G54570,264186_at,0.1,0.965482010365414,0.427541231247246,,,,,,
AT1G54610,AT1G54610,264193_at,-0.1,0.953143672175718,-0.991183367077331,,,,,,
AT1G54650,AT1G54650,264243_at,-0.1,0.966875634816031,-0.393384008074831,,,,,,
AT1G54680,AT1G54680,264236_at,-0.3,0.953143672175718,-1.81344517409724,,,,,,
AT1G54690,HTA3,264188_at,0.3,0.953143672175718,1.3004403866459,,,,,,
AT1G54700,AT1G54700,264237_at,-0.1,0.953143672175718,-1.01297855368788,,,,,,
AT1G54710,ATG18H,264192_at,-0.2,0.953143672175718,-1.75876517042619,,,,,,
AT1G54720,AT1G54720,264234_at,-0.2,0.953143672175718,-2.07873645249741,,,,,,
AT1G54730,AT1G54730,264191_at,0.1,0.954458871645888,0.814760873191357,,,,,,
AT1G54740,AT1G54740,264238_at,-0.1,0.98102768334064,-0.232597124928314,,,,,,
AT1G54780,TLP18.3,264185_at,-0.1,0.972792031371553,-0.330484668954379,,,,,,
AT1G54790,AT1G54790,264184_at,0.1,0.958063966855152,0.739385347622975,,,,,,
AT1G54820,AT1G54820,264240_at,,,,,,,-0.7,0.735745765764396,-1.16262532067338
AT1G54830,NFYC3,264190_at,0.2,0.953143672175718,1.84049838100376,,,,,,
AT1G54840,IDM2,264241_at,0.1,0.959171010660004,0.707419081442785,,,,,,
AT1G54870,AT1G54870,256354_at,-0.6,0.953143672175718,-1.12560489121997,0.2,0.956275549098692,0.337609004390938,,,
AT1G54890,AT1G54890,256349_at,-0.1,0.953143672175718,-0.921651733546994,,,,,,
AT1G54920,AT1G54920,256323_at,-0.2,0.953143672175718,-1.14770835050665,,,,,,
AT1G54970,PRP1,256352_at,0.1,0.954458871645888,0.787964548077918,,,,,,
AT1G55000,AT1G55000,256353_at,-0.1,0.98102768334064,-0.232359315318509,,,,,,
AT1G55020,LOX1,256321_at,0.3,0.953143672175718,1.35190188698742,,,,,,
AT1G55050,AT1G55050,257589_at,-0.1,0.959171010660004,-0.642344477242172,,,,,,
AT1G55080,MED9,256147_at,-0.3,0.953143672175718,-2.95316953551174,,,,,,
AT1G55090,AT1G55090,256148_at,0.2,0.953143672175718,1.42048029966484,,,,,,
AT1G55110,IDD7,256149_at,0.2,0.953143672175718,1.39682639340624,,,,,,
AT1G55120,CWINV3,256150_at,0.2,0.953143672175718,1.09730482173258,,,,,,
AT1G55170,FLXL3,259659_at,0.4,0.953143672175718,2.80999794681144,,,,,,
AT1G55180,PLDALPHA4,259657_at,-0.1,0.956493375632229,-0.758465363901717,,,,,,
AT1G55200,AT1G55200,259656_at,0.4,0.953143672175718,2.10429562180962,,,,,,
AT1G55210,DIR20,259655_at,0.2,0.956044959703157,0.765102751431134,,,,,,
AT1G55220,AT1G55220,259654_at,0.1,0.953143672175718,1.04902358619656,,,,,,
AT1G55260,AT1G55260,259660_at,0.3,0.953143672175718,1.57524435837065,,,,,,
AT1G55270,AT1G55270,259667_at,0.2,0.953143672175718,1.71234662779495,,,,,,
AT1G55280,AT1G55280,259651_at,-0.1,0.962312862935318,-0.49483199455543,,,,,,
AT1G55290,F6'H2,259650_at,-0.1,0.953143672175718,-0.969412764273734,,,,,,
AT1G55300,TAF7,259649_at,-0.1,0.973879941402556,-0.317963362994377,,,,,,
AT1G55370,NDF5,259658_at,0.2,0.953143672175718,1.11615280845349,,,,,,
AT1G55390,AT1G55390,256162_at,-0.2,0.953143672175718,-1.93571790595746,,,,,,
AT1G55450,AT1G55450,265075_at,-0.4,0.953143672175718,-2.11290159598118,,,,0.9,0.387657915757006,2.39040763660924
AT1G55460,KIN17,265079_at,0.3,0.953143672175718,2.08375207490115,,,,,,
AT1G55480,ZKT,265073_at,-0.1,0.959171010660004,-0.56742124991175,,,,,,
AT1G55490,CPN60B1,265076_at,0.3,0.953143672175718,1.1698283139935,,,,,,
AT1G55500,ECT4,265078_at,0.1,0.96502227053573,0.442186500781271,,,,,,
AT1G55520,TBP2,265071_at,0.1,0.953143672175718,0.951727573685306,,,,,,
AT1G55530,AT1G55530,265077_at,-0.1,0.964451017692285,-0.44976143924193,,,,,,
AT1G55540,NUP214,265074_at,0.1,0.953143672175718,1.00843871148951,,,,,,
AT1G55550,KIN14T,265068_at,0.1,0.953143672175718,1.04542962994684,,,,,,
AT1G55570,sks12,265080_at,0.1,0.956044959703157,0.762197420737812,,,,,,
AT1G55590,ATB,264539_at,-0.1,0.961582358355734,-0.509527332532462,,,,,,
AT1G55610,BRL1,264537_at,-0.2,0.953143672175718,-1.67357231964445,,,,,,
AT1G55620,CLC-F,264547_at,0.2,0.953143672175718,1.73595655943941,,,,,,
AT1G55640,PRA1G1,264536_at,-0.2,0.953143672175718,-1.60329016721732,,,,,,
AT1G55680,AT1G55680,264548_at,-0.1,0.953143672175718,-0.891584773916708,,,,,,
AT1G55690,SFH13,264535_at,0.4,0.953143672175718,1.51913091680694,,,,,,
AT1G55700,AT1G55700,264534_at,-0.2,0.953143672175718,-1.42761052882438,,,,,,
AT1G55805,BOLA1,264546_at,0.2,0.953143672175718,1.47953113425378,,,,,,
AT1G55810,UKL3,264561_at,-0.1,0.953143672175718,-0.98535554547992,,,,,,
AT1G55840,AT1G55840,260604_at,-0.2,0.953143672175718,-1.24073598385021,,,,,,
AT1G55870,PARN,260593_at,0.1,0.963964596032026,0.46366899781855,,,,,,
AT1G55880,AT1G55880,260594_at,-0.1,0.963085306627988,-0.473135661117589,,,,,,
AT1G55890,AT1G55890,260595_at,0.1,0.959171010660004,0.7123287978671,,,,,,
AT1G55900,TIM50,260596_at,-0.1,0.962312862935318,-0.484393632087113,,,,,,
AT1G55910,ZIP11,260601_at,-0.2,0.953143672175718,-1.11801090642599,,,,,,
AT1G55920,SAT1,260602_at,-0.4,0.953143672175718,-2.00577321529585,0.6,0.62699133766569,1.29531383172425,,,
AT1G55940,CYP708A1,260599_at,0.1,0.962312862935318,0.487944188423953,,,,,,
AT1G55960,AT1G55960,260603_at,-1.1,0.953143672175718,-1.61943057361707,-0.3,0.950390338747482,-0.40371190779789,,,
AT1G55970,HAC04,262090_at,0.1,0.953143672175718,1.03114744226478,,,,,,
AT1G56010,NAC021,262096_at,-0.1,0.957440716376245,-0.75572968879556,,,,,,
AT1G56050,AT1G56050,262086_at,0.1,0.965482010365414,0.430190677751445,,,,,,
AT1G56060,AT1G56060,262085_at,0.1,0.957440716376245,0.754653325742206,,,,,,
AT1G56070,LOS1,262064_at,0.2,0.953143672175718,1.05643713547429,,,,,,
AT1G56080,AT1G56080,262084_at,0.1,0.956656618702089,0.757801406263389,,,,,,
AT1G56110,NOP56,262094_at,0.3,0.959171010660004,0.632356354391066,,,,,,
AT1G56145,AT1G56145,262093_at,-0.3,0.953143672175718,-1.99698022889389,,,,,,
AT1G56150,SAUR71,262092_at,-0.4,0.953143672175718,-1.07985906125219,-0.5,0.768940768171139,-1.04449869234648,,,
AT1G56160,ATMYB72,262091_at,-0.1,0.959171010660004,-0.613427811167413,,,,,,
AT1G56170,NFYC2,262098_at,-0.1,0.973713587124244,-0.321935341893821,,,,,,
AT1G56190,AT1G56190,256228_at,-0.1,0.975805730126733,-0.282286448757205,,,,,,
AT1G56210,HIPP35,256222_at,0.2,0.953143672175718,1.44203068123095,,,,,,
AT1G56220,AT1G56220,256225_at,-0.4,0.959171010660004,-0.705977068682209,,,,,,
AT1G56230,AT1G56230,256220_at,0.1,0.959171010660004,0.608864040344276,,,,,,
AT1G56260,TEN1,256219_at,0.1,0.959171010660004,0.63136691066134,,,,,,
AT1G56280,ATDI19,256226_at,-0.6,0.953143672175718,-1.53211097290624,0.3,0.919953772861961,0.57035402029914,-0.6,0.682718695512601,-1.39290371530718
AT1G56290,AT1G56290,256227_at,0.1,0.953143672175718,0.885416725707164,,,,,,
AT1G56300,AT1G56300,256221_at,0.3,0.954458871645888,0.831853565210473,0.7,0.423341412705803,1.67390024288719,,,
AT1G56330,SAR1B,256224_at,0.1,0.953143672175718,0.967580847203424,,,,,,
AT1G56340,CRT1,256216_at,0.4,0.953143672175718,1.18447248753327,,,,,,
AT1G56345,AT1G56345,259636_at,0.1,0.959969180017631,0.556753521209138,,,,,,
AT1G56350,PRFB2,259630_at,0.2,0.953143672175718,1.94507823919944,,,,,,
AT1G56380,AT1G56380,259634_at,0.1,0.953143672175718,1.03401979128798,,,,,,
AT1G56430,NAS4,259632_at,-0.1,0.980371265573574,-0.251171662364994,,,,,,
AT1G56440,TPR5,259628_at,-0.2,0.953143672175718,-1.35320358043493,,,,,,
AT1G56500,SOQ1,259603_at,-0.3,0.953143672175718,-1.84951555387557,,,,,,
AT1G56510,ADR2,259629_at,-0.4,0.953143672175718,-2.28180828959296,,,,,,
AT1G56560,INVA,245681_at,-0.2,0.953143672175718,-1.50945558595755,,,,,,
AT1G56570,PCMP-E64,245680_at,-0.2,0.953143672175718,-1.78231282799404,,,,,,
AT1G56580,SVB,245629_at,0.1,0.975219922084204,0.295054691123781,,,,,,
AT1G56590,AP3M,245679_at,0.1,0.953143672175718,0.896798210432766,,,,,,
AT1G56600,GOLS2,245627_at,0.1,0.959171010660004,0.627325794507924,0.6,0.902626122226789,0.626447322392063,-1.3,0.51353448922738,-1.88354760266452
AT1G56610,AT1G56610,245678_at,-0.1,0.953143672175718,-1.23879960496861,,,,,,
AT1G56620,AT1G56620,245656_at,-0.2,0.953143672175718,-1.69099464087666,,,,,,
AT1G56650,MYB75,245628_at,1.2,0.953143672175718,1.14096589122476,0.4,0.900216671381861,0.6700110901187,0.1,0.99420383898272,0.0885470027313642
AT1G56660,AT1G56660,245677_at,-0.1,0.959171010660004,-0.596284399464164,,,,,,
AT1G56670,LIP4,245676_at,-0.2,0.954253784789457,-0.857560468488898,,,,,,
AT1G56700,AT1G56700,245626_at,0.1,0.980054590585443,0.258149895230493,,,,,,
AT1G57540,AT1G57540,246400_at,0.1,0.953143672175718,1.23746913228822,,,,,,
AT1G57550,AT1G57550,246377_at,0.2,0.953143672175718,1.59966491172584,,,,,,
AT1G57560,AtMYB50,246401_at,0.1,0.965482010365414,0.431720685988288,,,,,,
AT1G57590,PAE2,246403_at,0.4,0.953143672175718,1.18366777185354,,,,,,
AT1G57620,CYB,246378_at,0.2,0.953143672175718,0.90474745399304,,,,,,
AT1G57680,AT1G57680,246408_at,-0.1,0.965463600095936,-0.435670614413587,,,,,,
AT1G57700,AT1G57700,246409_at,0.1,0.974329141975843,0.304905825072201,,,,,,
AT1G57790,AT1G57790,245830_at,-0.3,0.953143672175718,-1.82239571422826,,,,,,
AT1G57820,ORTH2,245828_at,0.3,0.953143672175718,2.29842303437802,,,,,,
AT1G57850,AT1G57850,245826_at,-0.1,0.959171010660004,-0.569913793958458,,,,,,
AT1G57870,ATSK42,245825_at,-0.1,0.959171010660004,-0.645463164916981,,,,,,
AT1G57943,PUP17,245824_at,-0.1,0.953143672175718,-1.08647648400984,,,,,,
AT1G58070,AT1G58070,245864_at,-0.1,0.959171010660004,-0.576322765288558,,,,,,
AT1G58080,HISN1A,245867_at,-0.2,0.953143672175718,-1.38421626018872,,,,,,
AT1G58100,TCP8,246398_at,-0.1,0.953143672175718,-0.893674125209001,,,,,,
AT1G58120,AT1G58120,246392_at,-0.3,0.953143672175718,-2.05029850868686,,,,,,
AT1G58150,AT1G58150,246393_at,-0.2,0.953143672175718,-1.23534080431543,,,,-0.1,0.99420383898272,-0.157134578306636
AT1G58170,DIR19,246395_at,0.2,0.953143672175718,0.923419445430603,-0.2,0.942192263805042,-0.466417136438428,-0.4,0.775531111638817,-1.01927888475016
AT1G58180,BCA6,246396_at,-0.1,0.970852086122508,-0.358086224091381,,,,,,
AT1G58200,MSL3,256229_at,-0.1,0.963964596032026,-0.463266509382015,,,,,,
AT1G58215,NET2A,256200_at,-0.2,0.953143672175718,-1.43378298146289,,,,,,
AT1G58220,AT1G58220,256198_at,-0.1,0.959171010660004,-0.674744123124686,,,,,,
AT1G58250,SAB,256199_at,0.2,0.953143672175718,1.13244467238565,,,,,,
AT1G58265,AT1G58265,256019_at,-0.1,0.953143672175718,-1.1208487820947,,,,,,
AT1G58270,ZW9,256021_at,0.2,0.953143672175718,1.63340743529298,,,,-0.4,0.849707720434985,-0.770884879314001
AT1G58290,HEMA1,256020_at,-0.3,0.965482010365414,-0.426182039737053,-0.3,0.918116452256233,-0.575690904874838,-0.2,0.979083708646236,-0.347572351751673
AT1G58340,DTX48,256024_at,0.3,0.953143672175718,2.12559860438226,,,,,,
AT1G58360,AAP1,256022_at,0.1,0.959171010660004,0.602007048993194,,,,,,
AT1G58370,RXF12,256025_at,-0.1,0.959171010660004,-0.598691569088477,,,,,,
AT1G58420,AT1G58420,245840_at,0.2,0.953143672175718,1.26333340250462,,,,,,
AT1G58440,SQE1,245809_at,-0.1,0.953143672175718,-1.14770627106266,,,,,,
AT1G58470,RBP1,245808_at,0.1,0.966726010498673,0.408433730068547,,,,,,
AT1G59510,CF9,262071_at,0.4,0.953143672175718,3.65727960925995,,,,,,
AT1G59530,BZIP4,257471_at,-0.2,0.953143672175718,-2.18530420590718,,,,,,
AT1G59540,KIN7N,262081_at,0.1,0.959171010660004,0.666481456879003,,,,,,
AT1G59560,SPL1,262075_at,-0.1,0.957569942940316,-0.747298043940606,,,,,,
AT1G59580,MPK2,262076_at,-0.2,0.954458871645888,-0.835079962859324,,,,,,
AT1G59590,ZCF37,262072_at,-0.2,0.960991140134083,-0.528950637386593,,,,,,
AT1G59600,ZCW7,262079_at,0.3,0.953143672175718,2.59379842548696,,,,,,
AT1G59620,CW9,262126_at,0.1,0.959171010660004,0.62031575239515,,,,,,
AT1G59630,AT1G59630,262123_at,-0.1,0.953143672175718,-0.945069325417467,,,,,,
AT1G59650,CW14,262080_at,-0.2,0.953143672175718,-1.03980482266787,,,,,,
AT1G59670,GSTU15,262074_at,0.2,0.953143672175718,1.13235372254068,,,,,,
AT1G59700,GSTU16,262916_at,-0.3,0.953143672175718,-1.94299682167166,,,,,,
AT1G59710,AT1G59710,262910_at,-0.4,0.953143672175718,-2.48782353831143,,,,,,
AT1G59720,PCMP-H51,262907_at,0.3,0.953143672175718,2.18155931853186,,,,,,
AT1G59725,AT1G59725,262904_at,-0.2,0.953143672175718,-1.45035590076471,,,,,,
AT1G59730,TRX7,262905_at,-0.1,0.959171010660004,-0.718828067823454,,,,,,
AT1G59740,NPF4.3,262912_at,0.2,0.953143672175718,1.00300916897128,,,,,,
AT1G59750,ARF1,262914_at,0.2,0.953143672175718,1.38735302932807,,,,,,
AT1G59780,AT1G59780,262894_at,-0.2,0.953143672175718,-1.86568771715173,,,,,,
AT1G59820,ALA3,262896_at,-0.2,0.953143672175718,-1.41849506789378,,,,,,
AT1G59830,PP2A1,262909_at,-0.2,0.953143672175718,-1.06717818945381,,,,,,
AT1G59840,CCB4,262897_at,0.2,0.953143672175718,1.10759974106984,,,,,,
AT1G59890,SNL5,262900_at,0.1,0.953143672175718,1.17867972307636,,,,,,
AT1G59910,FH7,262901_at,-0.1,0.954458871645888,-0.773295785556821,,,,,,
AT1G59970,5MMP,263731_at,-0.1,0.96649378439825,-0.415126544893197,,,,,,
AT1G59980,ATJ39,263732_at,-0.4,0.953143672175718,-2.95254619241577,,,,-0.4,0.84051987184875,-0.813895140907079
AT1G59990,RH22,263679_at,0.2,0.959171010660004,0.609367735641702,,,,,,
AT1G60000,AT1G60000,263736_at,0.2,0.953143672175718,1.31059879124811,,,,,,
AT1G60030,NAT7,263734_at,-0.2,0.953143672175718,-1.80340206638155,,,,,,
AT1G60060,AT1G60060,263738_at,-0.2,0.954253784789457,-0.862290292256148,,,,,,
AT1G60070,AT1G60070,263728_at,-0.1,0.961737379567544,-0.504375309987829,,,,,,
AT1G60080,AT1G60080,263729_at,0.1,0.959171010660004,0.657905268127533,,,,,,
AT1G60140,TPS10,264246_at,-0.3,0.960991140134083,-0.527837828564588,,,,,,
AT1G60160,POT12,264247_at,0.2,0.957569942940316,0.746156753569962,,,,,,
AT1G60170,PRP31,264221_s_at,0.1,0.956044959703157,0.763323561717755,,,,,,
AT1G60190,PUB19,264217_at,0.1,0.959171010660004,0.726373767000442,0.3,0.942192263805042,0.471001945905183,-0.1,0.99420383898272,-0.154393657702004
AT1G60200,AT1G60200,264218_at,-0.3,0.953143672175718,-2.32025390819326,,,,,,
AT1G60280,ANAC023,264272_at,-0.2,0.953143672175718,-1.95777622232113,,,,,,
AT1G60390,PGL2,264277_at,0.1,0.961737379567544,0.50042778686944,,,,,,
AT1G60420,AT1G60420,264219_at,0.2,0.953143672175718,2.0617871794103,,,,,,
AT1G60430,ARPC3,264220_at,0.1,0.960200574616477,0.54017748689266,,,,,,
AT1G60450,GOLS7,264245_at,0.1,0.953143672175718,1.36808826095568,,,,,,
AT1G60460,AT1G60460,264964_at,-0.1,0.96649378439825,-0.419112582707532,,,,,,
AT1G60470,GOLS4,264940_at,-0.1,0.960991140134083,-0.535004544395747,,,,,,
AT1G60490,ATVPS34,264927_at,-0.2,0.957569942940316,-0.749238331975562,,,,,,
AT1G60560,AT1G60560,264965_at,0.1,0.959171010660004,0.62791785783583,,,,,,
AT1G60590,AT1G60590,264931_at,0.8,0.953143672175718,1.74772736464254,,,,,,
AT1G60620,ATRPAC43,264924_at,-0.1,0.959171010660004,-0.676687976458209,,,,,,
AT1G60630,AT1G60630,264939_at,-0.2,0.953143672175718,-1.20580418804604,,,,,,
AT1G60650,RZ1B,264921_at,-0.2,0.953143672175718,-1.00246147696441,,,,,,
AT1G60670,AT1G60670,264925_at,-0.1,0.954458871645888,-0.772591407871105,,,,,,
AT1G60690,AT1G60690,264911_at,-0.1,0.967591374490665,-0.381222824575689,,,,,,
AT1G60730,AT1G60730,264929_at,-0.1,0.960040916962731,-0.549245472105287,,,,,,
AT1G60770,AT1G60770,264913_at,0.1,0.959171010660004,0.57178281715035,,,,,,
AT1G60787,AT1G60787,264915_at,-0.3,0.953143672175718,-2.76783783434541,,,,,,
AT1G60800,NIK3,264930_at,-0.3,0.953143672175718,-1.95894881378404,,,,,,
AT1G60810,ACLA-2,264916_at,0.2,0.953143672175718,1.53109529712146,,,,,,
AT1G60850,ATRPAC42,259908_at,0.1,0.963964596032026,0.468765357283224,,,,,,
AT1G60860,AGD2,259907_at,0.1,0.959171010660004,0.652070228767131,,,,,,
AT1G60890,AT1G60890,259721_at,0.5,0.953143672175718,4.35524210636938,,,,,,
AT1G60930,RECQL4B,259722_at,-0.1,0.953143672175718,-1.22713931694398,,,,,,
AT1G60940,SRK2B,259724_at,-0.1,0.953143672175718,-0.90480256091439,,,,,,
AT1G60950,FD2,259727_at,0.1,0.954458871645888,0.855028316305002,,,,,,
AT1G60960,IRT3,259723_at,0.2,0.973307719703001,0.323545951450711,0.2,0.950780587549563,0.392861525313767,,,
AT1G60980,GA20OX4,259714_at,-0.1,0.953143672175718,-1.2814388172704,,,,,,
AT1G60990,AT1G60990,259715_at,0.2,0.953143672175718,1.70423709794301,,,,,,
AT1G61065,AT1G61065,259725_at,0.1,0.953143672175718,1.03848661104819,,,,,,
AT1G61090,AT1G61090,264934_at,-0.1,0.953143672175718,-1.21240717727698,,,,,,
AT1G61100,AT1G61100,264910_at,-0.1,0.959171010660004,-0.623786044469275,,,,,,
AT1G61120,GES,264886_at,-0.1,0.963964596032026,-0.454249778447077,,,,,,
AT1G61140,EDA16,264936_at,-0.2,0.953143672175718,-1.74353080484773,,,,,,
AT1G61160,AT1G61160,264933_at,-0.1,0.953143672175718,-1.02535377052921,,,,,,
AT1G61210,AT1G61210,264880_at,-0.2,0.953143672175718,-1.49554394057929,,,,,,
AT1G61240,AT1G61240,264932_at,0.1,0.959171010660004,0.630039861160914,,,,,,
AT1G61260,AT1G61260,264879_at,0.1,0.962788933213007,0.478968262606049,,,,,,
AT1G61280,AT1G61280,264761_at,0.2,0.953143672175718,1.45508055296947,,,,,,
AT1G61290,SYP 124,264760_at,-0.2,0.953143672175718,-2.09180590855982,,,,,,
AT1G61340,AT1G61340,264758_at,0.4,0.953143672175718,1.42014645348809,-0.6,0.894523619049639,-0.725213190276286,-1.0,0.725385794286952,-1.23897104163078
AT1G61380,SD129,264767_at,-0.6,0.953143672175718,-1.97254362299052,,,,,,
AT1G61390,AT1G61390,264755_at,0.1,0.953143672175718,1.28341569947767,,,,,,
AT1G61420,AT1G61420,264766_at,0.1,0.960991140134083,0.531249484643088,,,,,,
AT1G61450,AT1G61450,264763_at,0.4,0.953143672175718,3.32440219118377,,,,,,
AT1G61480,AT1G61480,264759_at,0.1,0.953143672175718,1.35130351904079,,,,,,
AT1G61500,AT1G61500,265063_at,0.1,0.954253784789457,0.86627387066133,,,,,,
AT1G61560,MLO6,265008_at,-0.2,0.953143672175718,-2.14258684651109,,,,,,
AT1G61570,TIM13,265006_at,0.3,0.954253784789457,0.870904550948644,,,,,,
AT1G61580,ARP 2.00,265032_at,-0.1,0.987919998074416,-0.114389767671971,,,,,,
AT1G61590,PBL15,265031_at,-0.1,0.953143672175718,-1.13099292317235,,,,,,
AT1G61620,CSU1,265035_at,-0.3,0.953143672175718,-2.56810454065371,,,,,,
AT1G61630,ENT7,265064_at,0.1,0.963964596032026,0.457942700250099,,,,,,
AT1G61660,BHLH112,265034_at,-0.1,0.969406895091029,-0.369697801898247,,,,,,
AT1G61667,AT1G61667,265005_at,-0.2,0.953143672175718,-1.03158173013974,,,,,,
AT1G61680,TPS14,264430_at,0.1,0.959969180017631,0.552408759933528,,,,,,
AT1G61690,AT1G61690,264423_at,0.1,0.96649378439825,0.419171750352225,,,,,,
AT1G61730,AT1G61730,264398_at,0.4,0.953143672175718,2.45885788928235,,,,,,
AT1G61740,AT1G61740,264424_at,-0.5,0.953143672175718,-1.66833569830544,,,,,,
AT1G61750,CRRSP1,264425_at,0.1,0.953143672175718,1.33177519778172,,,,,,
AT1G61770,C50,264427_at,-0.1,0.959969180017631,-0.552392503866482,,,,,,
AT1G61780,AT1G61780,264399_at,0.1,0.959171010660004,0.642708135227466,,,,,,
AT1G61790,OST3B,264428_at,0.2,0.953143672175718,1.07165494572381,,,,,,
AT1G61800,GPT2,264400_at,0.5,0.954458871645888,0.845517863726555,,,,0.4,0.964738961864103,0.448043104610366
AT1G61820,BGLU46,264280_at,-0.1,0.963964596032026,-0.465974685311808,,,,,,
AT1G61870,PPR336,264286_at,0.1,0.975605699697171,0.285708208291374,,,,,,
AT1G61890,DTX37,264289_at,-0.1,0.959171010660004,-0.725931792328019,0.2,0.956275549098692,0.331063031766589,,,
AT1G61900,AT1G61900,264307_at,-0.1,0.954458871645888,-0.80470892219653,,,,,,
AT1G61920,AT1G61920,264332_at,-0.1,0.953143672175718,-0.939055715800685,,,,,,
AT1G61950,CPK19,264334_at,-0.1,0.959171010660004,-0.63803143781597,,,,,,
AT1G61990,AT1G61990,264308_at,0.1,0.960040916962731,0.542342037840597,,,,,,
AT1G62030,AT1G62030,264310_at,-0.1,0.954458871645888,-0.84553829862753,,,,,,
AT1G62040,ATG8C,264285_at,-0.1,0.964658417971971,-0.448981388045356,,,,,,
AT1G62045,AT1G62045,264288_at,0.2,0.953143672175718,1.40369035740074,,,,,,
AT1G62085,AT1G62085,264730_at,0.1,0.954458871645888,0.806857344761558,,,,,,
AT1G62150,AT1G62150,264731_at,-0.1,0.959171010660004,-0.638328852961623,,,,,,
AT1G62170,AT1G62170,264733_at,0.1,0.953143672175718,1.06311726152538,,,,,,
AT1G62200,AT1G62200,264736_at,-0.1,0.959171010660004,-0.70035544261682,,,,,,
AT1G62210,AT1G62210,264737_at,-0.1,0.961582358355734,-0.511666798247463,,,,,,
AT1G62250,AT1G62250,264738_at,-0.4,0.953143672175718,-1.40930640158202,,,,,,
AT1G62290,APA2,264741_at,0.4,0.953143672175718,1.91967621298574,,,,,,
AT1G62300,WRKY6,264746_at,-0.2,0.953143672175718,-1.51573348739565,,,,,,
AT1G62310,AT1G62310,260627_at,-0.3,0.953143672175718,-2.37051111389814,,,,,,
AT1G62330,OFUT15,260629_at,0.2,0.953143672175718,1.07954596248497,,,,,,
AT1G62350,AT1G62350,260631_at,-0.3,0.953143672175718,-1.71363175034871,,,,,,
AT1G62380,ACO2,260637_at,-0.6,0.953143672175718,-3.58017217539312,,,,,,
AT1G62390,Phox2,260638_at,0.2,0.953143672175718,1.22820962139197,,,,,,
AT1G62400,HT1,260633_at,-0.2,0.953143672175718,-1.46407679654634,,,,,,
AT1G62422,AT1G62422,260635_at,-0.3,0.953143672175718,-1.37748521460017,,,,,,
AT1G62430,CDS1,260636_at,0.1,0.959171010660004,0.680471637133216,,,,,,
AT1G62440,LRX2,265114_at,-0.2,0.953143672175718,-1.18885093129923,,,,,,
AT1G62490,AT1G62490,265110_at,-0.3,0.953143672175718,-2.69154665975817,,,,,,
AT1G62500,AT1G62500,265117_at,0.1,0.959171010660004,0.627269165767853,,,,,,
AT1G62510,AT1G62510,265111_at,-1.0,0.953143672175718,-2.06482713289413,0.1,0.980970254397728,0.162491843512303,-1.1,0.588177457377091,-1.66721792241585
AT1G62520,AT1G62520,257403_at,-0.2,0.953143672175718,-1.38269525126117,,,,,,
AT1G62540,FMO GS-OX2,265122_at,-0.1,0.962312862935318,-0.489408016606711,,,,,,
